TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
643.38,0,11,2,18.0,3,105.0,1.0,1046.74,3
328.34,0,36,2,42.0,1,31.0,1.0,2840.45,4
72.68,1,39,2,69.0,2,44.0,1.0,6216.77,4
354.76,1,11,1,51.0,0,279.0,1.0,10141.92,1
793.88,0,20,0,22.0,3,252.0,1.0,1404.06,3
29.22,1,11,0,27.0,1,69.0,1.0,7795.79,0
653.97,1,24,3,37.0,1,100.0,1.0,3886.65,4
366.43,0,32,2,21.0,3,92.0,1.0,1560.45,5
120.86,1,7,2,33.0,0,162.0,4.0,13566.58,6
233.74,1,4,2,72.0,2,142.0,1.0,4749.54,2
471.84,1,33,0,18.0,3,138.0,1.0,1044.33,5
213.4,0,13,1,73.0,2,100.0,1.0,2012.24,2
254.21,1,31,0,48.0,1,46.0,1.0,2487.2,0
577.73,1,38,0,37.0,0,63.0,1.0,14977.99,6
170.26,1,6,0,27.0,3,265.0,1.0,1969.48,3
337.73,1,35,2,78.0,2,107.0,4.0,7001.2,4
330.61,0,26,1,64.0,2,113.0,1.0,2525.25,4
132.33,0,31,0,35.0,1,47.0,1.0,7457.94,0
672.74,0,7,1,46.0,1,118.0,1.0,4737.84,2
74.04,1,22,2,18.0,3,66.0,1.0,1690.23,5
197.18,1,40,2,28.0,1,135.0,1.0,3114.92,4
21.15,1,8,1,70.0,2,180.0,1.0,3466.74,2
218.37,1,15,0,62.0,0,112.5,1.0,9942.24,6
590.01,1,38,2,29.0,0,140.0,3.0,9791.74,6
697.82,1,27,2,44.0,1,153.0,1.0,6824.0,4
302.76,1,34,0,38.0,1,88.0,3.0,8583.39,0
148.0,1,40,1,20.0,3,35.0,1.0,1488.65,5
22.26,1,35,1,19.0,3,56.0,1.0,5583.88,5
0.86,1,7,0,25.0,3,139.0,1.0,1357.22,3
757.1,1,1,1,65.0,0,203.0,1.0,10553.23,1
38.81,0,41,2,25.0,3,145.0,1.0,1619.6,5
76.51,0,23,2,49.0,1,120.0,4.0,9475.4,6
32.46,1,5,2,31.0,0,10.0,1.0,8656.18,6
1022.75,0,38,1,62.0,0,158.0,1.0,207.74,4
20.64,1,5,1,22.0,3,59.0,1.0,949.38,3
662.11,1,1,1,23.0,3,219.0,1.0,1996.38,3
288.77,1,20,3,55.0,1,110.0,1.0,8836.51,2
35.05,1,4,1,30.0,0,105.0,1.0,14330.47,6
214.73,0,20,0,46.0,0,26.0,1.0,5368.42,0
25.38,1,21,1,57.0,1,66.0,1.0,8616.05,6
617.66,1,22,0,41.0,1,40.0,1.0,5906.58,0
446.39,1,15,0,63.0,2,77.0,1.0,7863.6,0
377.92,1,33,1,33.0,1,204.0,1.0,2254.71,1
11.04,1,31,2,30.0,1,43.0,1.0,6983.04,4
275.46,1,13,0,36.0,0,67.0,1.0,9697.75,6
179.76,1,30,2,78.0,2,81.0,1.0,5909.52,4
32.34,1,18,1,44.0,0,45.0,1.0,7847.62,6
273.92,1,32,1,79.0,2,109.0,1.0,4543.56,4
375.45,1,13,1,19.0,3,32.0,1.0,1307.23,3
388.98,1,14,0,23.0,3,155.0,1.0,1819.91,3
492.84,1,16,0,25.0,3,38.0,1.0,577.67,3
148.85,1,23,0,57.0,0,25.0,1.0,7802.36,0
,0,30,1,62.0,2,47.0,5.0,2596.61,4
391.66,1,43,1,50.0,1,103.0,1.0,2406.31,4
185.99,0,14,1,41.0,1,53.0,1.0,402.45,2
322.48,1,17,0,27.0,3,57.0,1.0,1238.43,3
20.27,1,24,1,18.0,3,22.0,1.0,796.35,5
280.61,1,23,0,47.0,1,129.0,3.0,7888.76,0
199.02,1,15,0,61.0,2,269.0,1.0,4658.89,1
104.23,0,21,2,63.0,2,108.0,1.0,5009.29,2
353.59,0,27,1,52.0,2,109.0,5.0,1822.34,4
55.86,1,39,2,39.0,1,68.0,1.0,5346.46,4
10.77,2,16,0,31.0,0,178.0,1.0,10704.95,6
95.55,1,21,1,33.0,1,51.0,1.0,2434.74,4
477.07,1,8,2,27.0,1,278.0,1.0,6568.07,1
9.1,0,43,2,52.0,2,63.0,1.0,2791.45,4
21.41,1,21,2,57.0,0,99.0,1.0,658.91,4
278.28,1,17,1,28.0,3,26.0,1.0,1346.88,3
388.1,0,20,2,73.0,2,40.0,1.0,3022.12,2
215.39,1,11,0,27.0,3,216.0,1.0,1582.55,3
194.37,1,25,0,66.0,0,161.0,1.0,14395.88,6
37.7,1,24,0,20.0,3,109.0,1.0,1741.1,5
19.59,1,5,1,64.0,2,122.0,1.0,1061.69,2
81.35,1,15,2,41.0,1,103.0,1.0,7192.45,2
314.54,0,41,1,58.0,1,228.0,1.0,9923.45,1
466.64,1,19,0,58.0,0,11.0,1.0,10915.11,6
397.01,1,20,0,22.0,3,100.0,1.0,719.52,3
472.48,1,27,1,55.0,1,87.0,1.0,7128.82,4
67.15,1,16,2,59.0,0,14.0,1.0,9028.49,6
102.67,1,0,1,79.0,2,119.0,1.0,4656.94,2
460.09,0,14,2,35.0,0,146.0,3.0,6990.64,6
453.49,1,39,1,66.0,0,147.0,1.0,6366.43,4
267.17,1,39,0,26.0,3,170.0,1.0,1382.62,5
111.26,1,4,0,66.0,0,43.0,1.0,14350.11,6
121.17,1,31,0,68.0,0,158.0,1.0,12990.77,6
213.28,1,23,1,51.0,2,94.0,1.0,4835.91,4
187.88,1,26,0,60.0,1,180.0,1.0,2154.58,0
471.88,0,38,2,34.0,0,141.0,1.0,14833.34,6
83.79,1,26,0,57.0,1,47.0,1.0,5061.3,0
212.14,1,2,1,72.0,2,105.0,1.0,7225.06,2
99.16,1,37,2,79.0,2,202.0,1.0,2607.58,4
839.33,0,21,1,60.0,0,86.0,1.0,11538.97,6
29.91,0,30,2,76.0,2,43.0,3.0,2834.84,4
4.24,1,36,2,38.0,1,38.0,1.0,7822.73,4
50.29,0,33,2,58.0,0,64.0,1.0,7604.9,4
135.85,1,14,2,57.0,2,269.0,1.0,1480.39,1
368.53,1,33,1,68.0,0,34.0,1.0,13696.31,6
17.95,0,34,1,64.0,0,135.0,1.0,12344.9,6
127.8,0,41,1,31.0,1,47.0,1.0,8630.99,4
16.73,1,15,2,45.0,1,48.0,1.0,2202.62,2
317.12,1,13,1,44.0,0,80.0,1.0,14409.74,6
476.63,1,5,0,79.0,2,115.0,1.0,4894.25,0
156.58,1,32,1,24.0,3,160.0,1.0,8981.61,5
55.12,0,15,2,34.0,1,261.0,1.0,3791.99,1
15.74,1,10,1,27.0,3,38.0,1.0,690.16,3
353.68,1,19,3,70.0,2,145.0,1.0,6777.12,2
297.15,1,31,2,76.0,2,178.0,1.0,5449.37,4
647.85,1,29,1,36.0,0,121.0,1.0,13779.97,6
75.04,1,12,0,49.0,1,178.0,1.0,9648.6,1
273.92,1,41,2,28.0,3,35.0,1.0,1029.15,5
215.8,0,17,1,51.0,2,66.0,1.0,3656.62,2
963.77,1,21,0,41.0,1,248.0,1.0,6710.51,1
420.6,1,21,1,26.0,3,55.0,1.0,1778.75,5
688.36,0,22,1,23.0,3,22.0,1.0,5191.13,5
285.18,0,34,1,55.0,0,150.0,1.0,14847.97,6
213.55,1,4,0,63.0,0,15.0,1.0,5238.37,0
463.11,0,19,1,51.0,0,159.0,1.0,10238.82,6
150.03,1,8,0,73.0,4,176.0,1.0,7491.42,0
,1,14,1,51.0,2,131.0,1.0,2116.36,2
309.56,1,5,2,58.0,0,147.0,1.0,972.04,2
377.08,0,23,1,26.0,3,71.0,1.0,6430.86,5
77.25,1,41,1,68.0,0,157.0,1.0,14077.97,6
146.92,1,32,0,64.0,2,272.0,1.0,3990.6,1
126.6,1,35,1,22.0,3,146.0,1.0,961.65,5
101.34,1,4,0,24.0,3,46.0,1.0,703.26,3
184.97,1,10,1,58.0,0,268.0,1.0,1156.67,1
451.15,1,7,0,46.0,1,175.0,1.0,1356.47,0
516.47,0,5,0,25.0,3,94.0,1.0,1305.06,3
880.04,1,34,0,25.0,3,29.0,1.0,261.97,5
353.69,1,38,2,45.0,1,163.0,1.0,9500.79,4
66.69,0,35,1,25.0,3,140.0,1.0,1210.33,5
95.75,1,20,1,31.0,1,169.0,1.0,337.62,3
43.91,1,0,2,27.0,3,86.0,1.0,4737.84,3
98.03,1,12,1,54.0,1,165.0,1.0,6323.45,2
617.66,1,4,0,42.0,1,128.0,1.0,7155.95,0
888.57,1,35,2,62.0,2,102.0,1.0,7896.14,4
107.48,1,29,1,22.0,3,129.0,1.0,591.23,5
36.57,1,29,0,62.0,2,69.0,1.0,2583.07,0
575.62,1,28,2,43.0,0,129.0,1.0,234.41,4
84.89,1,38,0,37.0,1,70.0,1.0,4735.61,0
832.3,0,2,1,69.0,2,86.0,1.0,4737.84,2
180.65,1,5,1,22.0,3,38.0,5.0,816.01,3
7.76,0,19,2,52.0,2,84.0,1.0,7393.11,2
109.3,1,13,1,56.0,0,27.0,1.0,13510.11,6
230.08,1,2,2,79.0,2,124.0,1.0,4466.1,2
361.92,1,11,0,54.0,2,111.0,1.0,7474.31,0
71.29,1,6,0,68.0,2,55.0,2.0,7225.63,0
122.45,1,27,1,46.0,0,98.0,1.0,7255.49,6
642.53,1,23,0,65.0,0,128.0,1.0,11417.91,6
62.86,1,15,1,25.0,3,31.0,1.0,1040.43,3
175.21,0,23,0,69.0,0,69.0,1.0,6039.04,0
168.0,0,40,1,32.0,1,11.0,1.0,3498.58,4
11.46,1,6,2,67.0,2,73.0,1.0,6628.75,2
382.07,0,29,1,62.0,0,147.0,1.0,10156.09,6
13.48,1,19,2,18.0,3,20.0,3.0,521.88,3
65.32,1,23,0,28.0,3,54.0,1.0,9165.02,0
83.07,1,24,1,27.0,1,291.0,4.0,6704.76,1
730.1,0,6,1,77.0,2,93.0,1.0,6384.05,2
85.31,1,18,0,62.0,2,27.0,1.0,6095.65,0
726.61,1,31,0,18.0,3,277.0,1.0,1008.76,5
130.4,1,33,1,45.0,1,63.0,1.0,4381.24,4
68.1,1,25,0,20.0,3,47.0,1.0,1382.8,5
65.26,1,34,1,26.0,3,72.0,1.0,7380.63,5
191.62,1,17,1,63.0,0,51.0,1.0,1981.67,2
212.88,1,14,2,39.0,0,122.0,1.0,7036.72,2
88.38,1,41,0,30.0,1,138.0,1.0,3707.82,0
48.77,2,2,2,42.0,1,51.0,1.0,2040.16,2
289.1,1,3,0,27.0,3,206.0,1.0,4737.84,3
390.09,1,12,2,26.0,1,49.0,1.0,2617.23,2
48.29,1,36,2,37.0,1,242.0,1.0,8883.4,1
333.83,1,14,0,63.0,2,135.0,1.0,1660.66,0
1074.29,1,32,1,67.0,2,79.0,1.0,2011.6,4
100.27,1,24,2,79.0,2,51.0,1.0,4309.9,4
44.54,1,35,0,31.0,1,164.0,1.0,362.4,0
1156.18,0,31,3,52.0,0,40.0,1.0,836.69,4
82.17,1,13,1,28.0,3,21.0,1.0,1913.06,3
1045.45,1,3,2,19.0,3,150.0,1.0,563.46,3
447.42,1,5,2,32.0,1,65.0,1.0,6133.22,2
590.26,0,2,1,25.0,3,48.0,1.0,1068.28,3
192.73,1,25,1,71.0,2,157.0,1.0,2037.75,4
146.01,1,37,2,26.0,3,269.0,1.0,221.79,5
136.05,1,1,2,24.0,3,63.0,3.0,1127.54,3
11.57,0,27,1,56.0,2,64.0,1.0,2061.61,4
102.34,1,35,2,51.0,0,78.0,1.0,4737.84,4
7.82,1,4,0,36.0,1,273.0,1.0,2240.49,1
79.43,1,9,0,74.0,2,72.0,1.0,6579.37,0
386.97,1,33,1,58.0,2,137.0,1.0,1876.35,4
51.22,1,14,1,23.0,3,82.0,1.0,1664.59,3
256.05,1,26,0,54.0,2,35.0,1.0,6910.18,0
7.79,1,20,1,34.0,0,298.0,1.0,1319.85,1
233.71,1,21,1,63.0,0,11.0,1.0,6095.5,6
176.37,1,4,1,55.0,2,126.0,1.0,2420.86,2
122.63,1,25,1,21.0,3,153.0,1.0,359.06,5
86.41,1,14,0,75.0,2,125.0,1.0,3128.71,0
21.57,1,37,0,54.0,2,71.0,1.0,7587.48,0
82.67,1,25,1,26.0,3,46.0,1.0,290.59,5
451.35,0,3,1,47.0,1,112.5,1.0,7707.96,2
299.42,0,38,1,63.0,2,53.0,1.0,4735.41,4
543.47,1,20,0,18.0,3,122.0,1.0,6165.03,3
346.76,0,38,1,21.0,3,116.0,1.0,1637.75,5
47.48,1,12,1,24.0,3,66.0,1.0,585.52,3
64.92,1,1,1,58.0,1,236.0,1.0,5481.76,1
350.72,0,14,0,28.0,3,48.0,1.0,1982.9,3
3.8,1,5,2,65.0,0,174.0,1.0,5766.96,2
22.54,1,12,2,26.0,1,42.0,1.0,7139.11,2
767.14,0,23,1,62.0,2,38.0,1.0,4732.57,4
167.47,1,34,0,35.0,1,103.0,1.0,2293.13,0
43.65,0,5,1,30.0,1,212.0,1.0,2870.67,1
391.08,1,14,2,56.0,4,105.0,1.0,6885.16,2
390.77,1,32,2,44.0,0,34.0,1.0,5500.56,4
508.16,1,23,0,39.0,1,131.0,1.0,5609.44,0
36.76,2,30,2,65.0,2,108.0,1.0,1228.93,4
332.33,1,18,0,27.0,3,101.0,1.0,192.63,3
362.09,1,27,1,32.0,1,31.0,1.0,6590.28,4
42.58,1,38,2,30.0,0,80.0,1.0,13485.0,6
122.35,2,1,1,53.0,2,188.0,1.0,6472.5,2
248.66,1,6,2,28.0,1,113.0,1.0,2571.39,2
461.25,0,34,2,54.0,0,171.0,1.0,676.1,4
61.77,1,5,1,56.0,0,49.0,1.0,12352.2,6
268.92,1,6,1,29.0,1,148.0,1.0,8765.38,6
303.97,1,13,2,24.0,3,77.0,5.0,1590.88,3
219.02,0,36,2,54.0,1,68.0,1.0,7375.73,4
125.14,1,3,1,20.0,3,31.0,1.0,1845.18,3
47.6,1,2,2,53.0,1,115.0,1.0,1382.51,2
592.82,1,22,2,74.0,2,248.0,1.0,7508.98,1
372.5,1,26,0,22.0,3,211.0,1.0,3901.82,5
4.72,1,13,1,32.0,1,20.0,1.0,4792.01,2
144.93,1,14,1,42.0,1,74.0,1.0,6887.52,2
316.56,1,10,2,28.0,1,261.0,1.0,8643.51,1
9.18,1,37,2,22.0,4,140.0,1.0,887.32,5
421.25,1,13,2,25.0,3,66.0,1.0,7174.69,3
185.71,1,41,1,48.0,1,194.0,1.0,2679.91,4
1432.02,1,21,1,60.0,2,138.0,1.0,4315.07,4
26.27,0,32,2,45.0,1,177.0,1.0,8853.93,4
297.03,1,2,2,61.0,2,151.0,1.0,1088.62,2
341.67,1,29,1,53.0,2,96.0,5.0,1442.29,4
99.52,1,36,0,52.0,1,127.0,1.0,3798.09,0
881.1,1,31,1,28.0,4,16.0,1.0,9951.68,5
139.69,1,16,2,52.0,1,180.0,1.0,9567.94,2
42.72,1,26,0,37.0,1,143.0,1.0,4737.84,0
112.72,1,42,1,31.0,0,17.0,1.0,9630.0,6
568.88,1,26,1,19.0,3,105.0,1.0,1307.86,5
189.03,1,28,0,28.0,3,50.0,1.0,1916.46,5
199.8,1,11,0,20.0,3,163.0,1.0,4737.84,3
189.08,1,24,1,68.0,0,238.0,1.0,10790.8,1
958.9,1,22,1,31.0,1,135.0,1.0,9977.49,6
409.59,2,0,2,35.0,0,50.0,1.0,14563.02,6
349.34,0,16,0,28.0,3,112.5,1.0,614.14,3
283.15,1,3,2,24.0,3,180.0,1.0,603.79,3
151.82,1,6,0,51.0,2,105.0,1.0,2197.12,0
438.59,1,38,2,37.0,1,103.0,1.0,8994.39,4
590.57,1,25,0,79.0,4,93.0,1.0,3224.6,0
63.74,1,6,2,63.0,2,31.0,1.0,4336.4,2
77.02,0,24,2,59.0,4,132.0,1.0,800.83,5
501.15,1,31,1,47.0,1,208.0,1.0,8821.84,1
917.81,1,18,0,64.0,2,75.0,2.0,3173.17,0
8.95,1,28,2,76.0,2,102.0,1.0,3299.84,4
173.6,1,2,2,21.0,3,160.0,1.0,421.44,3
149.4,1,6,0,53.0,2,123.0,1.0,1035.22,0
388.21,0,8,1,53.0,0,237.0,1.0,9724.49,1
484.3,0,4,2,61.0,2,230.0,3.0,7910.3,2
126.04,0,5,1,65.0,2,167.0,1.0,6041.69,2
52.04,0,7,1,50.0,0,31.0,1.0,8436.12,6
389.7,0,2,1,62.0,0,216.0,1.0,7125.15,1
161.1,0,24,0,19.0,3,104.0,1.0,239.12,5
309.77,0,35,2,67.0,2,137.0,1.0,4378.14,4
838.57,1,31,0,41.0,0,273.0,1.0,4737.84,1
202.55,1,9,0,21.0,3,34.0,2.0,701.73,3
724.18,1,13,1,41.0,0,134.0,1.0,10922.78,6
124.98,1,42,0,24.0,3,78.0,1.0,642.0,5
487.32,1,18,1,52.0,0,164.0,1.0,7707.96,6
635.91,0,17,1,46.0,0,78.0,1.0,13267.09,6
205.65,1,15,1,62.0,2,144.0,1.0,3582.16,2
39.41,1,21,1,25.0,3,132.0,1.0,921.91,5
254.0,1,26,1,35.0,0,63.0,1.0,5788.53,6
436.8,1,15,1,36.0,1,213.0,1.0,4515.43,1
224.73,1,24,1,76.0,2,63.0,1.0,7551.89,4
752.69,0,9,0,65.0,0,115.0,1.0,14489.69,6
78.5,0,38,1,31.0,0,41.0,1.0,13991.5,6
50.0,0,17,0,53.0,0,87.0,1.0,185.87,0
132.42,1,10,0,18.0,3,164.0,1.0,726.39,3
11.67,1,13,1,76.0,2,105.0,1.0,7458.63,2
83.16,1,20,0,61.0,2,177.0,1.0,3065.87,0
149.02,0,13,1,46.0,1,176.0,1.0,9379.72,1
74.27,0,22,2,59.0,0,148.0,1.0,13696.61,6
876.57,0,32,0,62.0,2,118.0,1.0,3743.63,0
615.58,1,17,0,42.0,0,133.0,1.0,14343.0,6
643.03,0,17,2,36.0,1,52.0,1.0,2882.16,2
7.95,1,31,0,79.0,2,65.0,1.0,5631.2,0
270.92,0,21,1,77.0,2,143.0,1.0,4574.43,2
499.48,1,5,0,24.0,3,133.0,1.0,1242.62,3
841.5,0,1,1,25.0,3,287.0,1.0,352.31,3
138.82,1,13,2,77.0,2,53.0,1.0,3100.22,2
231.46,0,24,1,60.0,1,83.0,1.0,4707.24,4
292.08,1,8,0,72.0,2,32.0,1.0,7950.48,0
63.98,1,3,2,54.0,0,258.0,1.0,7954.12,1
235.21,1,4,1,67.0,0,74.0,1.0,5946.61,2
201.73,1,3,2,57.0,1,78.0,1.0,6650.71,2
161.31,1,26,0,28.0,3,13.0,1.0,1268.67,5
18.41,1,1,1,53.0,0,168.0,1.0,8287.54,2
471.75,0,38,1,34.0,0,41.0,1.0,12948.5,6
290.02,1,25,1,55.0,1,246.0,1.0,4746.71,1
48.05,1,27,1,27.0,1,38.0,1.0,5334.97,4
359.42,1,3,1,55.0,0,30.0,1.0,1765.45,2
32.91,1,13,2,19.0,3,255.0,1.0,427.3,3
3.8,2,10,1,67.0,2,140.0,1.0,6285.39,2
31.81,1,13,2,51.0,2,149.0,1.0,1406.6,2
220.2,1,4,2,28.0,3,102.0,1.0,1075.15,3
476.03,0,15,1,77.0,2,99.0,1.0,5958.34,2
141.91,1,24,1,23.0,3,49.0,1.0,791.97,5
95.83,1,42,2,27.0,3,91.0,1.0,1726.4,5
51.15,0,20,1,46.0,1,199.0,1.0,8992.25,1
1192.2,0,17,3,60.0,2,103.0,5.0,7816.41,2
50.75,1,4,0,62.0,0,185.0,1.0,8271.47,1
185.07,1,7,1,22.0,3,159.0,1.0,636.42,3
293.54,1,34,2,40.0,1,45.0,1.0,2290.1,4
23.38,1,22,1,32.0,1,112.5,1.0,9968.49,6
285.26,1,1,0,28.0,3,93.0,1.0,167.72,3
129.48,1,39,0,31.0,1,179.0,1.0,7581.7,1
743.03,1,27,0,50.0,1,174.0,1.0,4111.38,0
297.86,0,25,0,28.0,3,96.0,1.0,1680.14,5
231.92,1,16,0,66.0,0,12.0,1.0,5715.08,0
295.82,0,6,1,47.0,1,46.0,1.0,5897.73,2
302.86,2,20,2,55.0,0,275.0,1.0,5239.24,1
81.08,1,29,0,58.0,1,56.0,1.0,7788.91,0
775.6,0,23,1,79.0,2,158.0,1.0,3898.64,4
178.43,1,3,1,26.0,3,136.0,1.0,1214.93,3
211.91,1,16,2,20.0,3,181.0,1.0,927.47,3
17.21,1,29,2,23.0,3,219.0,1.0,914.16,5
124.22,1,5,0,23.0,3,172.0,1.0,9695.04,3
38.37,1,35,0,63.0,0,135.0,1.0,8647.04,0
269.79,1,38,0,52.0,1,17.0,1.0,1292.1,0
605.42,1,23,0,21.0,3,33.0,1.0,392.34,5
,1,2,0,60.0,1,40.0,1.0,9877.17,0
29.19,0,26,1,58.0,0,41.0,1.0,12059.85,6
701.7,0,39,2,61.0,2,64.0,1.0,6643.24,4
862.34,1,18,1,57.0,0,72.0,1.0,9903.48,6
410.97,1,20,3,22.0,3,45.0,1.0,151.42,3
36.97,1,41,1,41.0,1,79.0,1.0,2850.92,4
137.59,1,26,0,30.0,0,95.0,1.0,10679.67,6
168.11,0,27,2,51.0,0,12.0,1.0,10652.13,6
430.98,1,3,1,24.0,3,93.0,1.0,569.25,3
13.87,1,31,1,24.0,3,20.0,1.0,954.83,5
642.68,1,17,0,76.0,2,66.0,1.0,1831.2,0
175.07,1,19,2,28.0,1,169.0,2.0,9274.64,6
302.82,1,17,0,36.0,1,175.0,1.0,9384.54,1
1647.74,1,43,0,67.0,2,52.0,1.0,1483.84,0
406.81,1,27,2,66.0,2,84.0,1.0,1968.36,4
256.3,1,27,2,53.0,2,172.0,1.0,4203.05,4
80.96,0,17,2,19.0,3,97.0,1.0,959.94,3
95.78,1,1,2,22.0,3,27.0,1.0,271.64,3
379.54,0,16,1,41.0,0,118.0,1.0,12571.76,6
903.19,1,12,2,22.0,3,65.0,1.0,8627.08,3
142.19,1,15,1,18.0,3,27.0,4.0,524.46,3
847.45,1,17,1,28.0,3,175.0,1.0,422.32,3
295.18,0,9,1,66.0,0,31.0,1.0,12961.53,6
18.46,1,5,1,68.0,2,213.0,1.0,6381.6,2
603.23,1,11,1,28.0,3,48.0,1.0,117.98,3
54.5,0,30,1,57.0,2,147.0,1.0,1715.22,4
414.77,1,37,2,29.0,0,274.0,1.0,5599.81,1
886.19,1,7,1,61.0,2,69.0,1.0,7904.24,2
440.03,1,38,2,49.0,1,88.0,1.0,1490.44,4
,1,26,0,56.0,2,285.0,1.0,1532.72,1
76.39,1,10,1,18.0,3,219.0,1.0,5976.0,3
595.91,0,35,0,19.0,3,162.0,1.0,1673.76,5
6.03,1,6,1,76.0,2,70.0,1.0,3290.72,2
249.34,1,5,0,26.0,1,197.0,1.0,3030.97,1
421.52,1,38,1,20.0,3,67.0,1.0,369.86,5
189.77,1,33,1,58.0,1,24.0,1.0,6570.36,4
73.19,1,1,1,76.0,2,213.0,1.0,2264.98,2
188.13,0,17,2,75.0,2,198.0,1.0,5029.87,2
30.52,1,17,1,62.0,0,122.0,1.0,12327.74,6
1235.69,0,38,1,20.0,3,118.0,1.0,420.25,5
1159.39,1,28,2,41.0,0,150.0,1.0,6499.53,4
170.24,1,37,1,62.0,2,133.0,1.0,5172.99,4
56.62,1,2,1,54.0,0,121.0,1.0,8981.1,6
53.14,1,19,0,34.0,0,70.0,1.0,7915.0,6
587.23,1,29,2,27.0,3,144.0,1.0,500.84,5
,1,31,1,43.0,0,75.0,1.0,13784.4,6
21.27,0,16,2,62.0,2,114.0,1.0,7392.79,2
1397.59,0,2,0,26.0,3,144.0,1.0,1134.79,3
76.02,0,0,2,34.0,0,189.0,1.0,14765.41,6
170.19,0,20,1,27.0,3,156.0,5.0,4737.84,3
155.51,1,33,0,68.0,0,15.0,1.0,5360.19,0
135.15,1,7,2,72.0,2,50.0,1.0,5878.14,2
39.48,1,29,0,56.0,2,38.0,1.0,5889.51,0
451.68,1,15,2,33.0,1,15.0,1.0,4381.54,2
19.11,0,7,2,45.0,1,160.0,1.0,8478.46,2
355.0,0,13,2,26.0,3,33.0,1.0,185.47,3
427.69,1,33,0,43.0,1,236.0,1.0,2443.54,1
254.86,1,4,1,23.0,3,102.0,1.0,699.9,3
19.48,1,9,0,27.0,1,114.0,1.0,4739.59,0
190.17,1,3,0,49.0,0,265.0,1.0,12893.85,1
91.38,1,17,0,45.0,2,179.0,1.0,2402.58,0
206.63,0,28,2,59.0,2,128.0,1.0,7626.53,4
93.22,1,5,2,52.0,2,52.0,1.0,1014.63,2
547.98,1,28,0,28.0,3,171.0,1.0,1358.54,5
641.06,1,7,0,23.0,3,25.0,1.0,1602.13,3
314.55,0,9,1,27.0,3,19.0,2.0,1105.89,3
836.45,1,41,2,61.0,2,63.0,1.0,1731.89,4
1095.09,1,37,0,29.0,1,52.0,1.0,8692.47,0
189.45,0,4,1,53.0,0,62.0,1.0,12578.75,6
91.84,0,23,1,67.0,2,80.0,1.0,1712.41,4
609.52,1,42,0,78.0,2,169.0,1.0,3485.03,0
859.3,0,7,1,78.0,2,68.0,1.0,1146.78,2
100.01,1,30,0,50.0,0,63.0,1.0,6393.12,0
28.78,0,40,2,40.0,0,51.0,1.0,680.55,4
111.08,1,6,2,70.0,0,83.0,1.0,7037.34,2
470.96,0,16,2,69.0,0,124.0,2.0,12991.03,6
52.23,0,37,1,28.0,3,96.0,1.0,105.01,5
78.62,1,28,1,32.0,0,52.0,1.0,1360.85,4
47.79,1,10,1,25.0,3,37.0,1.0,1649.92,3
333.97,1,14,1,52.0,0,45.0,1.0,5237.36,2
30.87,1,14,0,33.0,0,295.0,1.0,14348.65,1
710.43,1,36,2,67.0,2,115.0,1.0,5625.55,4
220.23,1,25,0,41.0,1,48.0,1.0,3438.02,0
27.28,1,1,0,29.0,0,96.0,1.0,10668.24,6
101.52,1,40,0,49.0,1,98.0,1.0,2018.9,0
162.65,1,27,0,59.0,1,147.0,1.0,9500.95,0
10.52,1,18,0,55.0,2,30.0,1.0,2472.99,0
270.72,1,20,1,38.0,0,37.0,1.0,6522.47,6
202.34,1,27,2,20.0,3,134.0,1.0,4737.84,5
247.58,1,35,0,39.0,1,152.0,1.0,778.74,0
686.17,1,10,0,61.0,2,112.5,1.0,2246.15,0
359.65,0,17,2,25.0,3,289.0,1.0,219.53,3
109.91,1,39,1,38.0,0,90.0,1.0,12896.06,6
215.72,0,8,1,30.0,1,137.0,1.0,8697.11,6
490.76,1,8,2,66.0,2,156.0,1.0,6414.11,2
224.28,1,6,2,64.0,2,68.0,1.0,5767.51,2
614.03,1,9,0,68.0,2,51.0,1.0,4737.84,0
608.79,1,13,2,55.0,1,157.0,1.0,2991.17,2
186.55,1,30,1,48.0,1,288.0,1.0,4737.84,1
840.16,0,7,1,20.0,3,68.0,1.0,1236.76,3
203.34,1,31,0,60.0,0,66.0,1.0,13586.99,6
90.88,1,7,0,26.0,1,284.0,1.0,7117.35,1
60.11,0,0,1,61.0,2,122.0,1.0,7235.87,2
393.92,1,22,1,72.0,2,47.0,1.0,7318.64,2
19.39,1,7,0,43.0,0,45.0,1.0,9847.6,6
557.41,0,42,2,80.0,2,49.0,1.0,2968.75,4
57.07,0,4,2,31.0,0,99.0,1.0,9323.71,6
395.27,0,24,2,18.0,3,167.0,1.0,1764.08,5
289.05,1,27,0,75.0,2,116.0,1.0,5683.49,0
46.11,1,37,2,33.0,0,233.0,1.0,5225.73,1
335.5,1,34,0,63.0,2,47.0,1.0,6445.4,0
388.07,1,39,2,24.0,3,68.0,1.0,289.71,5
520.86,0,34,2,51.0,1,66.0,1.0,9200.74,4
787.41,1,22,2,25.0,3,39.0,1.0,300.87,3
31.7,0,33,0,48.0,0,121.0,1.0,743.9,0
22.3,1,30,0,21.0,3,90.0,1.0,1200.35,5
203.12,1,38,0,56.0,2,181.0,1.0,1562.39,0
315.94,0,33,1,49.0,0,172.0,1.0,7719.71,1
